datetime,parameter,concentration,AQI,AQI cat,station_name
2022-12-29T02:00,PM2.5,13.7,54,2,LUMS 2
2022-12-29T02:00,PM2.5,19.7,67,2,Gatineau - Hull
2022-12-29T02:00,PM2.5,8.1,34,1,Princess Anne
2022-12-29T02:00,PM10,13.0,12,1,Princess Anne
2022-12-29T02:00,PM2.5,16.0,59,2,Ottawa
2022-12-29T02:00,PM2.5,13.3,54,2,Scranton
2022-12-29T02:00,PM2.5,10.8,45,1,SEAFORD
2022-12-29T02:00,PM2.5,8.1,34,1,Rte 9 Del. City
2022-12-29T02:00,PM2.5,18.3,64,2,MLK
2022-12-29T02:00,PM2.5,8.9,37,1,KILLENS
2022-12-29T02:00,PM2.5,5.8,24,1,Pocomoke City
2022-12-29T02:00,PM10,17.0,16,1,Pocomoke City
2022-12-29T02:00,PM2.5,8.0,33,1,Dover
2022-12-29T02:00,PM2.5,18.1,64,2,Allentown
2022-12-29T02:00,PM2.5,10.5,44,1,Mont-Saint-Michel
2022-12-29T02:00,PM2.5,13.5,54,2,Marcus Hook
2022-12-29T02:00,PM2.5,10.2,43,1,Chester
2022-12-29T02:00,PM2.5,21.5,71,2,Freemansburg
2022-12-29T02:00,PM2.5,12.6,52,2,Norristown
2022-12-29T02:00,PM2.5,11.9,50,1,RIT
2022-12-29T02:00,PM2.5,10.6,44,1,Camden Spruce St
2022-12-29T02:00,PM2.5,15.4,58,2,NEW
2022-12-29T02:00,PM10,26.0,24,1,NEW
2022-12-29T02:00,PM2.5,15.6,58,2,Columbia
2022-12-29T02:00,PM2.5,4.4,18,1,Millville
2022-12-29T02:00,PM2.5,19.5,67,2,TOR
2022-12-29T02:00,PM2.5,14.0,55,2,Flemington
2022-12-29T02:00,PM2.5,11.9,50,1,Trenton
2022-12-29T02:00,PM2.5,13.8,55,2,Rider University
2022-12-29T02:00,PM2.5,13.4,54,2,Cornwall
2022-12-29T02:00,PM2.5,7.1,30,1,Brigantine
2022-12-29T02:00,PM2.5,9.9,41,1,Rutgers University
2022-12-29T02:00,PM2.5,9.5,40,1,Saint-Anicet
2022-12-29T02:00,PM2.5,12.3,51,2,Rahway PM
2022-12-29T02:00,PM2.5,6.6,28,1,Toms River
2022-12-29T02:00,PM2.5,13.4,54,2,Paterson
2022-12-29T02:00,PM2.5,9.7,40,1,Jersey City FH
2022-12-29T02:00,PM2.5,10.9,45,1,Union City High School
2022-12-29T02:00,PM2.5,11.9,50,1,Rockland Cty
2022-12-29T02:00,PM2.5,11.7,49,1,Bklyn - PS 314
2022-12-29T02:00,PM2.5,12.9,53,2,Newburgh
2022-12-29T02:00,PM2.5,14.4,56,2,Fort Lee Near Road
2022-12-29T02:00,PM2.5,11.8,49,1,CCNY
2022-12-29T02:00,PM2.5,14.3,56,2,Manhattan/IS143
2022-12-29T02:00,PM2.5,19.2,66,2,Sainte-Anne-de-Bellevue
2022-12-29T02:00,PM2.5,12.0,50,1,Morrisania
2022-12-29T02:00,PM2.5,14.6,56,2,Bronx - IS52
2022-12-29T02:00,PM10,24.0,22,1,Bronx - IS52
2022-12-29T02:00,PM2.5,14.9,57,2,Queens
2022-12-29T02:00,PM2.5,12.0,50,1,Queens Near-road
2022-12-29T02:00,PM2.5,13.8,55,2,White Plains
2022-12-29T02:00,PM2.5,17.7,63,2,Albany
2022-12-29T02:00,PM2.5,18.4,64,2,Laval - Chomedey
2022-12-29T02:00,PM2.5,17.9,63,2,Aéroport de Montréal 1
2022-12-29T02:00,PM2.5,21.2,70,2,Duncan
2022-12-29T02:00,PM2.5,28.5,85,2,Terrebonne - Parc Vaillant
2022-12-29T02:00,PM2.5,22.7,73,2,Caserne 17
2022-12-29T02:00,PM2.5,9.2,38,1,Eisenhower Park
2022-12-29T02:00,PM2.5,20.8,69,2,York-Roberval
2022-12-29T02:00,PM2.5,19.6,67,2,Rivière-des-Prairies
2022-12-29T02:00,PM2.5,20.3,68,2,Molson
2022-12-29T02:00,PM2.5,20.0,68,2,St-Dominique
2022-12-29T02:00,PM2.5,16.4,60,2,Hochelaga
2022-12-29T02:00,PM2.5,21.4,71,2,Saint-Jean-Baptiste
2022-12-29T02:00,PM2.5,19.4,66,2,Longueuil
2022-12-29T02:00,PM2.5,17.4,62,2,Brossard - Parc Sorbonne
2022-12-29T02:00,PM2.5,16.0,59,2,Saint-Simon
2022-12-29T02:00,PM2.5,22.0,72,2,Danbury
2022-12-29T02:00,PM10,33.0,31,1,Danbury
2022-12-29T02:00,PM2.5,22.2,72,2,Saint-Jean-sur-Richelieu - L'Acadie
2022-12-29T02:00,PM2.5,12.5,52,2,Cornwall
2022-12-29T02:00,PM10,19.0,18,1,Cornwall
2022-12-29T02:00,PM2.5,15.0,57,2,Bennington
2022-12-29T02:00,PM2.5,18.9,65,2,PittsfieldES
2022-12-29T02:00,PM2.5,21.5,71,2,Burlington
2022-12-29T02:00,PM2.5,13.4,54,2,Bridgeport
2022-12-29T02:00,PM2.5,21.2,70,2,NorthAdams
2022-12-29T02:00,PM2.5,10.5,44,1,Holtsville
2022-12-29T02:00,PM2.5,17.7,63,2,Waterbury
2022-12-29T02:00,PM2.5,20.6,69,2,RUTLAND
2022-12-29T02:00,PM2.5,10.9,45,1,New Haven
2022-12-29T02:00,PM10,18.0,17,1,New Haven
2022-12-29T02:00,PM2.5,28.3,85,2,Charette
2022-12-29T02:00,PM2.5,9.6,40,1,Underhill
2022-12-29T02:00,PM2.5,3.2,13,1,Rés. Faun. Ashuapmushuan - Pémonka
2022-12-29T02:00,PM2.5,34.7,99,2,Shawinigan - Saint-Marc
2022-12-29T02:00,PM2.5,16.6,60,2,Granby - Parc Poitevin
2022-12-29T02:00,PM2.5,16.5,60,2,Hartford
2022-12-29T02:00,PM10,30.0,28,1,Hartford
2022-12-29T02:00,PM2.5,13.5,54,2,Saint-Zéphirin-de-Courval
2022-12-29T02:00,PM2.5,14.1,55,2,East Hartford
2022-12-29T02:00,PM10,23.0,21,1,East Hartford
2022-12-29T02:00,PM2.5,26.0,80,2,Greenfield
2022-12-29T02:00,PM2.5,17.8,63,2,SPRINGFIELDSP
2022-12-29T02:00,PM2.5,15.1,57,2,CHICOPEE
2022-12-29T02:00,PM2.5,15.4,58,2,Trois-Rivières - École MEES
2022-12-29T02:00,PM2.5,16.6,60,2,Trois-Rivières - Cap-de-la-Madelaine
2022-12-29T02:00,PM2.5,18.3,64,2,Drummondville - Stade Jacques-Desautels
2022-12-29T02:00,PM2.5,12.0,50,1,Bécancour
2022-12-29T02:00,PM2.5,13.0,53,2,Lebanon
2022-12-29T02:00,PM2.5,24.4,77,2,Keene
2022-12-29T02:00,PM2.5,7.7,32,1,Groton
2022-12-29T02:00,PM10,14.0,13,1,Groton
2022-12-29T02:00,PM2.5,14.4,56,2,Deschambault
2022-12-29T02:00,PM2.5,12.3,51,2,Tingwick
2022-12-29T02:00,PM2.5,11.5,48,1,Miller State Park
2022-12-29T02:00,PM10,16.0,15,1,Miller State Park
2022-12-29T02:00,PM2.5,15.4,58,2,Worcester
2022-12-29T02:00,PM2.5,7.6,32,1,W Greenwich
2022-12-29T02:00,PM2.5,11.4,48,1,Laconia
2022-12-29T02:00,PM2.5,12.9,53,2,Near Road
2022-12-29T02:00,PM2.5,6.4,27,1,Narragansett
2022-12-29T02:00,PM2.5,10.1,42,1,CCRI Providence
2022-12-29T02:00,PM2.5,14.2,55,2,Londonderry - Moose Hill
2022-12-29T02:00,PM10,25.0,23,1,Londonderry - Moose Hill
2022-12-29T02:00,PM2.5,8.2,34,1,E Providence
2022-12-29T02:00,PM2.5,29.8,88,2,Québec - Charlesbourg
2022-12-29T02:00,PM2.5,6.6,28,1,La Patrie - Ditton
2022-12-29T02:00,PM2.5,22.0,72,2,Québec - Vieux-Limoilou
2022-12-29T02:00,PM2.5,12.9,53,2,Saguenay - Parc Powell
2022-12-29T02:00,PM2.5,8.7,36,1,Fall River
2022-12-29T02:00,PM2.5,28.7,86,2,Lévis - Parc Georges Maranda
2022-12-29T02:00,PM2.5,19.3,66,2,Haverhill
2022-12-29T02:00,PM2.5,12.7,52,2,BOSTON-KENMORE
2022-12-29T02:00,PM2.5,13.3,54,2,Boston - Roxbury
2022-12-29T02:00,PM10,24.0,22,1,Boston - Roxbury
2022-12-29T02:00,PM2.5,15.0,57,2,Boston-Von Hillern
2022-12-29T02:00,PM2.5,14.0,55,2,Chelsea HP
2022-12-29T02:00,PM2.5,13.4,54,2,Brockton
2022-12-29T02:00,PM2.5,11.4,48,1,WeymouthFR
2022-12-29T02:00,PM2.5,6.9,29,1,Saint-Hilaire-de-Dorset
2022-12-29T02:00,PM2.5,24.0,76,2,Portsmouth
2022-12-29T02:00,PM10,47.0,44,1,Portsmouth
2022-12-29T02:00,PM2.5,16.5,60,2,Rumford
2022-12-29T02:00,PM2.5,8.1,34,1,Notre-Dame-du-Rosaire
2022-12-29T02:00,PM2.5,19.3,66,2,Portland - Deering Oaks
2022-12-29T02:00,PM2.5,9.1,38,1,Lewiston
2022-12-29T02:00,PM2.5,13.2,53,2,Curacao
2022-12-29T02:00,PM2.5,11.7,49,1,Bangor MSS
2022-12-29T02:00,PM2.5,4.5,19,1,Auclair
2022-12-29T02:00,PM10,21.0,19,1,Madawaska PSB
2022-12-29T02:00,PM2.5,10.0,42,1,Acadia NP - McFarland
2022-12-29T02:00,PM2.5,5.9,25,1,Presque Isle Riverside
2022-12-29T02:00,PM10,8.0,7,1,Presque Isle Riverside
2022-12-29T02:00,PM2.5,5.4,23,1,ST ANDREWS
2022-12-29T02:00,PM2.5,1.1,5,1,FIREHALL-LABRADORCITY2
2022-12-29T02:00,PM2.5,11.6,48,1,FREDERICTON-NEEDHAM ST.
2022-12-29T02:00,PM2.5,7.7,32,1,SAINT JOHN WEST
2022-12-29T02:00,PM2.5,7.3,30,1,CASTLE ST. SAINT JO
2022-12-29T02:00,PM2.5,6.1,25,1,FOREST HILLS
2022-12-29T02:00,PM2.5,9.0,38,1,BATHURST
2022-12-29T02:00,PM2.5,4.9,20,1,Miramichi
2022-12-29T02:00,PM2.5,3.5,15,1,AYLESFORD MOUNTAIN
2022-12-29T02:00,PM2.5,9.8,41,1,MONCTON
2022-12-29T02:00,PM2.5,4.2,18,1,KENTVILLE
2022-12-29T02:00,PM2.5,4.0,17,1,WELLINGTON
2022-12-29T03:00,PM2.5,1.2,5,1,Plummer CDA Tribe
2022-12-29T03:00,PM10,7.0,6,1,Ft McD Yuma Frank-AZ
